Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2514","Maize and products","2013","2013","kcal/capita/day","92","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2515","Rye and products","2013","2013","1000 tonnes","76","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2515","Rye and products","2013","2013","1000 tonnes","87","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2515","Rye and products","2013","2013","kg","0.27","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2515","Rye and products","2013","2013","kcal/capita/day","2","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2516","Oats","2013","2013","1000 tonnes","103","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2516","Oats","2013","2013","1000 tonnes","1265","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2516","Oats","2013","2013","kg","3.95","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2516","Oats","2013","2013","kcal/capita/day","19","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2517","Millet and products","2013","2013","1000 tonnes","22","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2518","Sorghum and products","2013","2013","1000 tonnes","22","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2518","Sorghum and products","2013","2013","1000 tonnes","236","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2013","2013","kg","0.74","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2518","Sorghum and products","2013","2013","kcal/capita/day","7","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2520","Cereals, Other","2013","2013","1000 tonnes","3","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2520","Cereals, Other","2013","2013","1000 tonnes","200","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2013","2013","kg","0.62","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2520","Cereals, Other","2013","2013","kcal/capita/day","5","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2532","Cassava and products","2013","2013","1000 tonnes","46","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2013","2013","kg","0.14","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2532","Cassava and products","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2531","Potatoes and products","2013","2013","1000 tonnes","1145","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2531","Potatoes and products","2013","2013","1000 tonnes","1189","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2531","Potatoes and products","2013","2013","1000 tonnes","16606","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2013","2013","kg","51.88","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2013","2013","kcal/capita/day","84","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2533","Sweet potatoes","2013","2013","1000 tonnes","62","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2533","Sweet potatoes","2013","2013","1000 tonnes","11","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2533","Sweet potatoes","2013","2013","1000 tonnes","892","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2013","2013","kg","2.79","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2533","Sweet potatoes","2013","2013","kcal/capita/day","6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2535","Yams","2013","2013","1000 tonnes","24","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2535","Yams","2013","2013","kg","0.07","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2535","Yams","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2534","Roots, Other","2013","2013","1000 tonnes","0","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2534","Roots, Other","2013","2013","1000 tonnes","398","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2013","2013","kg","1.24","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2534","Roots, Other","2013","2013","kcal/capita/day","2","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2536","Sugar cane","2013","2013","1000 tonnes","1738","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2542","Sugar (Raw Equivalent)","2013","2013","1000 tonnes","44","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2542","Sugar (Raw Equivalent)","2013","2013","1000 tonnes","10149","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2542","Sugar (Raw Equivalent)","2013","2013","kg","31.71","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2542","Sugar (Raw Equivalent)","2013","2013","kcal/capita/day","319","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2543","Sweeteners, Other","2013","2013","1000 tonnes","10042","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2013","2013","kg","31.38","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2543","Sweeteners, Other","2013","2013","kcal/capita/day","275","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2745","Honey","2013","2013","1000 tonnes","214","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2745","Honey","2013","2013","kg","0.67","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2745","Honey","2013","2013","kcal/capita/day","6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2546","Beans","2013","2013","1000 tonnes","46","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2546","Beans","2013","2013","1000 tonnes","1","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2546","Beans","2013","2013","1000 tonnes","910","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2546","Beans","2013","2013","kg","2.84","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2546","Beans","2013","2013","kcal/capita/day","27","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2547","Peas","2013","2013","1000 tonnes","30","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2547","Peas","2013","2013","1000 tonnes","383","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2547","Peas","2013","2013","kg","1.2","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2547","Peas","2013","2013","kcal/capita/day","11","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2549","Pulses, Other and products","2013","2013","1000 tonnes","0","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2549","Pulses, Other and products","2013","2013","1000 tonnes","61","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2013","2013","kg","0.19","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2549","Pulses, Other and products","2013","2013","kcal/capita/day","2","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2551","Nuts and products","2013","2013","1000 tonnes","253","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2551","Nuts and products","2013","2013","1000 tonnes","1533","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2551","Nuts and products","2013","2013","kg","4.79","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2551","Nuts and products","2013","2013","kcal/capita/day","34","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2555","Soyabeans","2013","2013","1000 tonnes","2640","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2555","Soyabeans","2013","2013","1000 tonnes","591","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2555","Soyabeans","2013","2013","1000 tonnes","12","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2555","Soyabeans","2013","2013","kg","0.04","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2555","Soyabeans","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2556","Groundnuts (Shelled Eq)","2013","2013","1000 tonnes","88","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2556","Groundnuts (Shelled Eq)","2013","2013","1000 tonnes","982","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2556","Groundnuts (Shelled Eq)","2013","2013","kg","3.07","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2556","Groundnuts (Shelled Eq)","2013","2013","kcal/capita/day","51","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2557","Sunflower seed","2013","2013","1000 tonnes","8","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2557","Sunflower seed","2013","2013","1000 tonnes","215","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2557","Sunflower seed","2013","2013","kg","0.67","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2557","Sunflower seed","2013","2013","kcal/capita/day","6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2558","Rape and Mustardseed","2013","2013","1000 tonnes","7","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2558","Rape and Mustardseed","2013","2013","1000 tonnes","16","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2558","Rape and Mustardseed","2013","2013","1000 tonnes","71","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2558","Rape and Mustardseed","2013","2013","kg","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2558","Rape and Mustardseed","2013","2013","kcal/capita/day","3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2559","Cottonseed","2013","2013","1000 tonnes","160","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2560","Coconuts - Incl Copra","2013","2013","1000 tonnes","8","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2560","Coconuts - Incl Copra","2013","2013","1000 tonnes","219","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2560","Coconuts - Incl Copra","2013","2013","kg","0.69","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2560","Coconuts - Incl Copra","2013","2013","kcal/capita/day","3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2561","Sesame seed","2013","2013","1000 tonnes","2","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2561","Sesame seed","2013","2013","1000 tonnes","31","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2561","Sesame seed","2013","2013","kg","0.1","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2561","Sesame seed","2013","2013","kcal/capita/day","2","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2563","Olives (including preserved)","2013","2013","1000 tonnes","16","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2563","Olives (including preserved)","2013","2013","1000 tonnes","203","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2563","Olives (including preserved)","2013","2013","kg","0.64","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2563","Olives (including preserved)","2013","2013","kcal/capita/day","2","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5527","Seed","2570","Oilcrops, Other","2013","2013","1000 tonnes","8","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2570","Oilcrops, Other","2013","2013","1000 tonnes","7","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2570","Oilcrops, Other","2013","2013","kg","0.02","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2570","Oilcrops, Other","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2571","Soyabean Oil","2013","2013","1000 tonnes","141","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2571","Soyabean Oil","2013","2013","1000 tonnes","7454","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2571","Soyabean Oil","2013","2013","kg","23.29","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2571","Soyabean Oil","2013","2013","kcal/capita/day","528","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2572","Groundnut Oil","2013","2013","1000 tonnes","1","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2572","Groundnut Oil","2013","2013","1000 tonnes","74","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2572","Groundnut Oil","2013","2013","kg","0.23","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2572","Groundnut Oil","2013","2013","kcal/capita/day","5","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2573","Sunflowerseed Oil","2013","2013","1000 tonnes","3","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2573","Sunflowerseed Oil","2013","2013","1000 tonnes","91","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2573","Sunflowerseed Oil","2013","2013","kg","0.28","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2573","Sunflowerseed Oil","2013","2013","kcal/capita/day","6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2574","Rape and Mustard Oil","2013","2013","1000 tonnes","3","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2574","Rape and Mustard Oil","2013","2013","1000 tonnes","616","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2574","Rape and Mustard Oil","2013","2013","kg","1.93","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2574","Rape and Mustard Oil","2013","2013","kcal/capita/day","46","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2575","Cottonseed Oil","2013","2013","1000 tonnes","4","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2575","Cottonseed Oil","2013","2013","1000 tonnes","259","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2575","Cottonseed Oil","2013","2013","kg","0.81","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2575","Cottonseed Oil","2013","2013","kcal/capita/day","19","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2576","Palmkernel Oil","2013","2013","1000 tonnes","1","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2576","Palmkernel Oil","2013","2013","1000 tonnes","26","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2576","Palmkernel Oil","2013","2013","kg","0.08","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2576","Palmkernel Oil","2013","2013","kcal/capita/day","2","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2577","Palm Oil","2013","2013","1000 tonnes","0","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2577","Palm Oil","2013","2013","1000 tonnes","0","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2577","Palm Oil","2013","2013","kg","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2577","Palm Oil","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2578","Coconut Oil","2013","2013","1000 tonnes","1","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2578","Coconut Oil","2013","2013","1000 tonnes","96","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2578","Coconut Oil","2013","2013","kg","0.3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2578","Coconut Oil","2013","2013","kcal/capita/day","7","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2580","Olive Oil","2013","2013","1000 tonnes","292","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2580","Olive Oil","2013","2013","kg","0.91","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2580","Olive Oil","2013","2013","kcal/capita/day","22","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2582","Maize Germ Oil","2013","2013","1000 tonnes","3","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2582","Maize Germ Oil","2013","2013","1000 tonnes","698","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2582","Maize Germ Oil","2013","2013","kg","2.18","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2582","Maize Germ Oil","2013","2013","kcal/capita/day","52","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2586","Oilcrops Oil, Other","2013","2013","1000 tonnes","1","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2586","Oilcrops Oil, Other","2013","2013","1000 tonnes","44","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2586","Oilcrops Oil, Other","2013","2013","kg","0.14","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2586","Oilcrops Oil, Other","2013","2013","kcal/capita/day","2","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2601","Tomatoes and products","2013","2013","1000 tonnes","710","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2601","Tomatoes and products","2013","2013","1000 tonnes","12080","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2601","Tomatoes and products","2013","2013","kg","37.74","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2601","Tomatoes and products","2013","2013","kcal/capita/day","18","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2602","Onions","2013","2013","1000 tonnes","180","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2602","Onions","2013","2013","1000 tonnes","3059","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2602","Onions","2013","2013","kg","9.56","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2602","Onions","2013","2013","kcal/capita/day","8","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2605","Vegetables, Other","2013","2013","1000 tonnes","1388","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2605","Vegetables, Other","2013","2013","1000 tonnes","21334","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2605","Vegetables, Other","2013","2013","kg","66.66","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2605","Vegetables, Other","2013","2013","kcal/capita/day","43","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2611","Oranges, Mandarines","2013","2013","1000 tonnes","182","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2611","Oranges, Mandarines","2013","2013","1000 tonnes","7659","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2611","Oranges, Mandarines","2013","2013","kg","23.93","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2611","Oranges, Mandarines","2013","2013","kcal/capita/day","20","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2612","Lemons, Limes and products","2013","2013","1000 tonnes","66","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5142","Food","2612","Lemons, Limes and products","2013","2013","1000 tonnes","3004","S","Standardized data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","645","Food supply quantity (kg/capita/yr)","2612","Lemons, Limes and products","2013","2013","kg","9.39","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","664","Food supply (kcal/capita/day)","2612","Lemons, Limes and products","2013","2013","kcal/capita/day","3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","231","United States of America","5123","Losses","2613","Grapefruit and products","2013","2013","1000 tonnes","53","S","Standardized data"
